source,source_url,source_revision,source_row,observed_at,league,season,date,home_team,away_team,ft_home_goals,ft_away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,round,score_period,home_team_raw,away_team_raw
openfootball/football.json,https://raw.githubusercontent.com/openfootball/football.json/8aa4cd0ce0410b21037f063eeb4edd981081d85d/2025-26/nl.1.json,8aa4cd0ce0410b21037f063eeb4edd981081d85d,265,2026-09-04T23:33:53Z,Eredivisie,2025-26,2026-04-11,Groningen,Go Ahead Eagles,0,0,D,,,,Matchday 30,source_reported_FT,FC Groningen,Go Ahead Eagles
openfootball/football.json,https://raw.githubusercontent.com/openfootball/football.json/8aa4cd0ce0410b21037f063eeb4edd981081d85d/2025-26/nl.1.json,8aa4cd0ce0410b21037f063eeb4edd981081d85d,272,2026-09-04T23:33:53Z,Eredivisie,2025-26,2026-04-23,Go Ahead Eagles,AZ Alkmaar,0,0,D,,,,Matchday 31,source_reported_FT,Go Ahead Eagles,AZ
openfootball/football.json,https://raw.githubusercontent.com/openfootball/football.json/8aa4cd0ce0410b21037f063eeb4edd981081d85d/2025-26/nl.1.json,8aa4cd0ce0410b21037f063eeb4edd981081d85d,305,2026-09-04T23:33:53Z,Eredivisie,2025-26,2026-05-17,Heerenveen,Ajax,0,0,D,,,,Matchday 34,source_reported_FT,SC Heerenveen,AFC Ajax
