source,source_url,source_revision,source_row,observed_at,league,season,date,home_team,away_team,ft_home_goals,ft_away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,round,score_period,home_team_raw,away_team_raw
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,001,2026-09-21T04:01:39Z,Asian Games Men,2026,2026-09-20,Iran U23,China U23,0,0,D,0,0,D,,90_minutes,伊朗U23,中国U23
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,002,2026-09-21T04:01:39Z,J1 League,2026,2026-09-20,Machida Zelvia,Kashiwa Reysol,2,4,A,1,0,H,,90_minutes,町田泽维亚,柏太阳神
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,003,2026-09-21T04:01:39Z,J1 League,2026,2026-09-20,Gamba Osaka,Vissel Kobe,0,1,A,0,0,D,,90_minutes,大阪钢巴,神户胜利船
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,004,2026-09-21T04:01:39Z,K League 1,2026,2026-09-20,Incheon United,Daejeon Hana Citizen,1,1,D,1,0,H,,90_minutes,仁川联,大田市民
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,005,2026-09-21T04:01:39Z,Asian Games Men,2026,2026-09-20,Kyrgyzstan U23,Japan U23,0,7,A,0,3,A,,90_minutes,吉尔吉斯斯坦U23,日本U23
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,006,2026-09-21T04:01:39Z,Serie A,2026-27,2026-09-20,Fiorentina,Napoli,1,1,D,0,1,A,,90_minutes,佛罗伦萨,那不勒斯
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,007,2026-09-21T04:01:39Z,Championship,2026-27,2026-09-20,Wolverhampton Wanderers,West Bromwich Albion,1,0,H,0,0,D,,90_minutes,狼队,西布罗姆维奇
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,008,2026-09-21T04:01:39Z,La Liga,2026-27,2026-09-20,Getafe,Malaga,1,0,H,0,0,D,,90_minutes,赫塔费,马拉加
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,009,2026-09-21T04:01:39Z,Eredivisie,2026-27,2026-09-20,Twente,PSV Eindhoven,3,2,H,1,2,A,,90_minutes,特温特,埃因霍温
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,010,2026-09-21T04:01:39Z,Premier League,2026-27,2026-09-20,Leeds United,Crystal Palace,0,0,D,0,0,D,,90_minutes,利兹联,水晶宫
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,011,2026-09-21T04:01:39Z,Premier League,2026-27,2026-09-20,Bournemouth,Liverpool,0,1,A,0,0,D,,90_minutes,伯恩茅斯,利物浦
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,012,2026-09-21T04:01:39Z,Premier League,2026-27,2026-09-20,Manchester City,Sunderland,5,3,H,3,2,H,,90_minutes,曼城,桑德兰
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,013,2026-09-21T04:01:39Z,Serie A,2026-27,2026-09-20,Parma,Genoa,2,1,H,1,0,H,,90_minutes,帕尔马,热那亚
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,014,2026-09-21T04:01:39Z,Serie A,2026-27,2026-09-20,Frosinone,Como,2,0,H,2,0,H,,90_minutes,弗洛西诺内,科莫
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,015,2026-09-21T04:01:39Z,Bundesliga,2026-27,2026-09-20,Bayer Leverkusen,RB Leipzig,2,0,H,1,0,H,,90_minutes,勒沃库森,RB莱比锡
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,016,2026-09-21T04:01:39Z,La Liga,2026-27,2026-09-20,Atletico Madrid,Real Madrid,2,1,H,0,0,D,,90_minutes,马德里竞技,皇家马德里
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,017,2026-09-21T04:01:39Z,Allsvenskan,2026,2026-09-20,Mjallby,GAIS,0,3,A,0,1,A,,90_minutes,米亚尔比,盖斯
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,018,2026-09-21T04:01:39Z,Eliteserien,2026,2026-09-20,Viking,Lillestrom,3,0,H,2,0,H,,90_minutes,维京,利勒斯特罗姆
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,019,2026-09-21T04:01:39Z,Ligue 1,2026-27,2026-09-20,Nice,Lille,2,1,H,1,0,H,,90_minutes,尼斯,里尔
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,020,2026-09-21T04:01:39Z,Premier League,2026-27,2026-09-20,Fulham,Manchester United,1,1,D,0,0,D,,90_minutes,富勒姆,曼联
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,021,2026-09-21T04:01:39Z,Bundesliga,2026-27,2026-09-20,Schalke 04,Elversberg,0,0,D,0,0,D,,90_minutes,沙尔克04,埃弗斯堡
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,022,2026-09-21T04:01:39Z,Serie A,2026-27,2026-09-21,Juventus,Atalanta,2,0,H,1,0,H,,90_minutes,尤文图斯,亚特兰大
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,023,2026-09-21T04:01:39Z,La Liga,2026-27,2026-09-21,Villarreal,Levante,3,1,H,1,1,D,,90_minutes,比利亚雷亚尔,莱万特
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,024,2026-09-21T04:01:39Z,La Liga,2026-27,2026-09-21,Deportivo La Coruna,Real Betis,1,1,D,0,1,A,,90_minutes,拉科鲁尼亚,贝蒂斯
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,025,2026-09-21T04:01:39Z,Bundesliga,2026-27,2026-09-21,Paderborn,Hoffenheim,3,1,H,2,0,H,,90_minutes,帕德博恩,霍芬海姆
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,026,2026-09-21T04:01:39Z,Serie A,2026-27,2026-09-21,AC Milan,Lecce,3,0,H,1,0,H,,90_minutes,AC米兰,莱切
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,027,2026-09-21T04:01:39Z,Ligue 1,2026-27,2026-09-21,Marseille,Paris Saint-Germain,1,2,A,0,0,D,,90_minutes,马赛,巴黎圣日耳曼
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,028,2026-09-21T04:01:39Z,La Liga,2026-27,2026-09-21,Valencia,Real Sociedad,2,3,A,0,1,A,,90_minutes,巴伦西亚,皇家社会
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,029,2026-09-21T04:01:39Z,Primeira Liga,2026-27,2026-09-21,Porto,Benfica,3,1,H,1,0,H,,90_minutes,波尔图,本菲卡
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260920&playType=FSPF&t=1,2026-09-21T04:01:39Z,030,2026-09-21T04:01:39Z,Brasileirao,2026,2026-09-21,Athletico Paranaense,Bahia,2,1,H,1,1,D,,90_minutes,巴拉纳竞技,巴伊亚
