source,source_url,source_revision,source_row,observed_at,league,season,date,home_team,away_team,ft_home_goals,ft_away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,round,score_period,home_team_raw,away_team_raw
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260907&playType=FSPF&t=1,2026-09-08T04:02:15Z,1,2026-09-08T04:02:15Z,Serie A,2026-27,2026-09-07,Cagliari,Lecce,1,0,H,1,0,H,,90_minutes,卡利亚里,莱切
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260907&playType=FSPF&t=1,2026-09-08T04:02:15Z,2,2026-09-08T04:02:15Z,La Liga,2026-27,2026-09-07,Getafe,Celta Vigo,1,1,D,1,0,H,,90_minutes,赫塔菲,塞尔塔
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260907&playType=FSPF&t=1,2026-09-08T04:02:15Z,3,2026-09-08T04:02:15Z,Allsvenskan,2026,2026-09-07,Malmo FF,AIK,0,0,D,0,0,D,,90_minutes,马尔默,索尔纳
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260907&playType=FSPF&t=1,2026-09-08T04:02:15Z,4,2026-09-08T04:02:15Z,Allsvenskan,2026,2026-09-07,Kalmar FF,Djurgardens IF,0,1,A,0,0,D,,90_minutes,卡尔马,佐加顿斯
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260907&playType=FSPF&t=1,2026-09-08T04:02:15Z,5,2026-09-08T04:02:15Z,Saudi Pro League,2026-27,2026-09-07,Al Hilal,NEOM SC,0,2,A,0,2,A,,90_minutes,利雅得新月,新未来城体育
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260907&playType=FSPF&t=1,2026-09-08T04:02:15Z,6,2026-09-08T04:02:15Z,Serie A,2026-27,2026-09-07,Udinese,Lazio,1,2,A,0,0,D,,90_minutes,乌迪内斯,拉齐奥
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260907&playType=FSPF&t=1,2026-09-08T04:02:15Z,7,2026-09-08T04:02:15Z,Primeira Liga,2026-27,2026-09-07,Estoril,Arouca,0,0,D,0,0,D,,90_minutes,埃斯托里尔,阿罗卡
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260907&playType=FSPF&t=1,2026-09-08T04:02:15Z,8,2026-09-08T04:02:15Z,La Liga,2026-27,2026-09-07,Elche,Real Sociedad,2,3,A,0,2,A,,90_minutes,埃尔切,皇家社会
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260907&playType=FSPF&t=1,2026-09-08T04:02:15Z,9,2026-09-08T04:02:15Z,Serie A Brazil,2026,2026-09-07,Vitoria,Gremio,1,0,H,0,0,D,,90_minutes,维多利亚,格雷米奥
