source,source_url,source_revision,source_row,observed_at,league,season,date,home_team,away_team,ft_home_goals,ft_away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,round,score_period,home_team_raw,away_team_raw
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260918&playType=FSPF&t=1,2026-09-20T04:01:24Z,001,2026-09-20T04:01:24Z,Asian Games Men,2026,2026-09-18,Saudi Arabia U23,Qatar U23,2,0,H,1,0,H,,90_minutes,沙特阿拉伯U23,卡塔尔U23
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260918&playType=FSPF&t=1,2026-09-20T04:01:24Z,002,2026-09-20T04:01:24Z,Veikkausliiga,2026,2026-09-19,Gnistan,HJK Helsinki,1,1,D,1,1,D,,90_minutes,赫尔辛基火花,赫尔辛基
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260918&playType=FSPF&t=1,2026-09-20T04:01:24Z,003,2026-09-20T04:01:24Z,2. Bundesliga,2026-27,2026-09-19,Wolfsburg,Darmstadt,5,1,H,2,1,H,,90_minutes,沃尔夫斯堡,达姆施塔特
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260918&playType=FSPF&t=1,2026-09-20T04:01:24Z,004,2026-09-20T04:01:24Z,Eliteserien,2026,2026-09-19,Sarpsborg 08,KFUM Oslo,1,3,A,1,2,A,,90_minutes,萨普斯堡,KFUM奥斯陆
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260918&playType=FSPF&t=1,2026-09-20T04:01:24Z,005,2026-09-20T04:01:24Z,Ligue 2,2026-27,2026-09-19,Reims,Montpellier,1,1,D,1,1,D,,90_minutes,兰斯,蒙彼利埃
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260918&playType=FSPF&t=1,2026-09-20T04:01:24Z,006,2026-09-20T04:01:24Z,Eredivisie,2026-27,2026-09-19,Groningen,PEC Zwolle,3,0,H,2,0,H,,90_minutes,格罗宁根,兹沃勒
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260918&playType=FSPF&t=1,2026-09-20T04:01:24Z,007,2026-09-20T04:01:24Z,Eerste Divisie,2026-27,2026-09-19,Den Bosch,Helmond Sport,2,1,H,2,1,H,,90_minutes,登博思,海尔蒙特
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260918&playType=FSPF&t=1,2026-09-20T04:01:24Z,008,2026-09-20T04:01:24Z,Bundesliga,2026-27,2026-09-19,Bayern Munich,Union Berlin,7,0,H,3,0,H,,90_minutes,拜仁慕尼黑,柏林联合
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260918&playType=FSPF&t=1,2026-09-20T04:01:24Z,009,2026-09-20T04:01:24Z,Serie A,2026-27,2026-09-19,Monza,Sassuolo,2,1,H,0,0,D,,90_minutes,蒙扎,萨索洛
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260918&playType=FSPF&t=1,2026-09-20T04:01:24Z,010,2026-09-20T04:01:24Z,Ligue 1,2026-27,2026-09-19,Monaco,Lens,2,1,H,1,0,H,,90_minutes,摩纳哥,朗斯
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260918&playType=FSPF&t=1,2026-09-20T04:01:24Z,011,2026-09-20T04:01:24Z,Premier League,2026-27,2026-09-19,Brentford,Chelsea,3,0,H,0,0,D,,90_minutes,布伦特福德,切尔西
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260918&playType=FSPF&t=1,2026-09-20T04:01:24Z,012,2026-09-20T04:01:24Z,Championship,2026-27,2026-09-19,Bristol City,Watford,1,0,H,1,0,H,,90_minutes,布里斯托尔城,沃特福德
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260918&playType=FSPF&t=1,2026-09-20T04:01:24Z,013,2026-09-20T04:01:24Z,La Liga,2026-27,2026-09-19,Espanyol,Elche,1,3,A,0,2,A,,90_minutes,西班牙人,埃尔切
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260918&playType=FSPF&t=1,2026-09-20T04:01:24Z,014,2026-09-20T04:01:24Z,MLS,2026,2026-09-19,New York City FC,New York Red Bulls,0,1,A,0,0,D,,90_minutes,纽约城,纽约红牛
