source,source_url,source_revision,source_row,observed_at,league,season,date,home_team,away_team,ft_home_goals,ft_away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,round,score_period,home_team_raw,away_team_raw
cpbao+crosscheck/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260913&playType=FSPF&t=1,2026-09-14T04:12:00Z,1,2026-09-14T04:12:00Z,J1 League,2026,2026-09-13,Tokyo Verdy,JEF United Chiba,1,1,D,,,,,90_minutes,东京绿茵,千叶市原
cpbao+crosscheck/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260913&playType=FSPF&t=1,2026-09-14T04:12:00Z,2,2026-09-14T04:12:00Z,J2 League,2026,2026-09-13,Vegalta Sendai,Hokkaido Consadole Sapporo,1,1,D,,,,,90_minutes,仙台七夕,札幌冈萨多
cpbao+crosscheck/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260913&playType=FSPF&t=1,2026-09-14T04:12:00Z,3,2026-09-14T04:12:00Z,La Liga,2026-27,2026-09-13,Celta Vigo,Malaga,1,1,D,,,,,90_minutes,塞尔塔,马拉加
cpbao+crosscheck/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260913&playType=FSPF&t=1,2026-09-14T04:12:00Z,4,2026-09-14T04:12:00Z,Allsvenskan,2026,2026-09-13,Hammarby,Brommapojkarna,3,1,H,,,,,90_minutes,哈马比,布鲁马波卡纳
cpbao+crosscheck/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260913&playType=FSPF&t=1,2026-09-14T04:12:00Z,5,2026-09-14T04:12:00Z,Veikkausliiga,2026,2026-09-13,KuPS,HJK Helsinki,0,0,D,,,,,90_minutes,库奥皮奥,赫尔辛基
cpbao+crosscheck/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260913&playType=FSPF&t=1,2026-09-14T04:12:00Z,6,2026-09-14T04:12:00Z,Eredivisie,2026-27,2026-09-13,Heerenveen,Telstar,0,0,D,,,,,90_minutes,海伦芬,特尔斯达
cpbao+crosscheck/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260913&playType=FSPF&t=1,2026-09-14T04:12:00Z,7,2026-09-14T04:12:00Z,Serie A,2026-27,2026-09-13,Lecce,Monza,3,2,H,,,,,90_minutes,莱切,蒙扎
cpbao+crosscheck/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260913&playType=FSPF&t=1,2026-09-14T04:12:00Z,8,2026-09-14T04:12:00Z,Ligue 1,2026-27,2026-09-13,Lille,Troyes,2,0,H,,,,,90_minutes,里尔,特鲁瓦
cpbao+crosscheck/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260913&playType=FSPF&t=1,2026-09-14T04:12:00Z,9,2026-09-14T04:12:00Z,Bundesliga,2026-27,2026-09-13,RB Leipzig,Hamburger SV,5,0,H,,,,,90_minutes,RB莱比锡,汉堡
cpbao+crosscheck/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260913&playType=FSPF&t=1,2026-09-14T04:12:00Z,10,2026-09-14T04:12:00Z,La Liga,2026-27,2026-09-13,Levante,Barcelona,2,4,A,,,,,90_minutes,莱万特,巴塞罗那
