source,source_url,source_revision,source_row,observed_at,league,season,date,home_team,away_team,ft_home_goals,ft_away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,round,score_period,home_team_raw,away_team_raw
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260915&playType=FSPF&t=1,2026-09-20T04:01:24Z,001,2026-09-20T04:01:24Z,AFC Champions League Elite,2026-27,2026-09-15,Ratchaburi,Shanghai Port,4,6,A,0,3,A,,90_minutes,拉查布里,上海海港
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260915&playType=FSPF&t=1,2026-09-20T04:01:24Z,002,2026-09-20T04:01:24Z,AFC Champions League Elite,2026-27,2026-09-15,Daejeon Hana Citizen,Kyoto Sanga,1,0,H,0,0,D,,90_minutes,大田市民,京都
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260915&playType=FSPF&t=1,2026-09-20T04:01:24Z,003,2026-09-20T04:01:24Z,Asian Games Men,2026,2026-09-15,Qatar U23,South Korea U23,1,4,A,0,3,A,,90_minutes,卡塔尔U23,韩国U23
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260915&playType=FSPF&t=1,2026-09-20T04:01:24Z,004,2026-09-20T04:01:24Z,AFC Champions League Elite,2026-27,2026-09-15,Johor Darul Ta'zim,Buriram United,1,1,D,1,1,D,,90_minutes,柔佛FC,武里兰联
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260915&playType=FSPF&t=1,2026-09-20T04:01:24Z,005,2026-09-20T04:01:24Z,AFC Champions League Elite,2026-27,2026-09-15,Beijing Guoan,Pohang Steelers,3,1,H,2,1,H,,90_minutes,北京国安,浦项制铁
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260915&playType=FSPF&t=1,2026-09-20T04:01:24Z,006,2026-09-20T04:01:24Z,AFC Champions League Elite,2026-27,2026-09-16,Al Ain,Al Nassr,4,0,H,1,0,H,,90_minutes,艾因,利雅得胜利
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260915&playType=FSPF&t=1,2026-09-20T04:01:24Z,007,2026-09-20T04:01:24Z,La Liga,2026-27,2026-09-16,Rayo Vallecano,Espanyol,2,1,H,2,0,H,,90_minutes,巴列卡诺,西班牙人
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260915&playType=FSPF&t=1,2026-09-20T04:01:24Z,008,2026-09-20T04:01:24Z,La Liga,2026-27,2026-09-16,Alaves,Valencia,0,1,A,0,0,D,,90_minutes,阿拉维斯,巴伦西亚
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260915&playType=FSPF&t=1,2026-09-20T04:01:24Z,009,2026-09-20T04:01:24Z,Eredivisie,2026-27,2026-09-16,Ajax,Willem II,5,1,H,2,0,H,,90_minutes,阿贾克斯,威廉二世
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260915&playType=FSPF&t=1,2026-09-20T04:01:24Z,010,2026-09-20T04:01:24Z,Championship,2026-27,2026-09-16,Middlesbrough,Millwall,2,2,D,0,2,A,,90_minutes,米德尔斯堡,米尔沃尔
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260915&playType=FSPF&t=1,2026-09-20T04:01:24Z,011,2026-09-20T04:01:24Z,EFL Cup,2026-27,2026-09-16,Liverpool,Tottenham Hotspur,3,1,H,1,0,H,,90_minutes,利物浦,热刺
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260915&playType=FSPF&t=1,2026-09-20T04:01:24Z,012,2026-09-20T04:01:24Z,EFL Cup,2026-27,2026-09-16,Ipswich Town,Arsenal,2,4,A,0,2,A,,90_minutes,伊普斯维奇,阿森纳
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260915&playType=FSPF&t=1,2026-09-20T04:01:24Z,013,2026-09-20T04:01:24Z,La Liga,2026-27,2026-09-16,Elche,Real Madrid,2,3,A,0,2,A,,90_minutes,埃尔切,皇家马德里
cpbao+zgzcw/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260915&playType=FSPF&t=1,2026-09-20T04:01:24Z,014,2026-09-20T04:01:24Z,Copa Libertadores,2026-27,2026-09-16,Platense,Fluminense,2,1,H,2,0,H,,90_minutes,普拉滕斯,弗鲁米嫩塞
