source,source_url,source_revision,source_row,observed_at,league,season,date,home_team,away_team,ft_home_goals,ft_away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,round,score_period,home_team_raw,away_team_raw
cpbao+reuters/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260910&playType=FSPF&t=1,2026-09-11T04:04:27Z,1,2026-09-11T04:04:27Z,UEFA Champions League,2026-27,2026-09-10,Fenerbahce,Roma,1,1,D,,,,,90_minutes,费内巴切,罗马
cpbao+reuters/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260910&playType=FSPF&t=1,2026-09-11T04:04:27Z,2,2026-09-11T04:04:27Z,UEFA Champions League,2026-27,2026-09-10,Como,RB Leipzig,4,1,H,,,,,90_minutes,科莫,RB莱比锡
cpbao+reuters/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260910&playType=FSPF&t=1,2026-09-11T04:04:27Z,3,2026-09-11T04:04:27Z,UEFA Champions League,2026-27,2026-09-10,Bayern Munich,Bodo/Glimt,5,0,H,,,,,90_minutes,拜仁慕尼黑,博德闪耀
cpbao+reuters/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260910&playType=FSPF&t=1,2026-09-11T04:04:27Z,4,2026-09-11T04:04:27Z,UEFA Champions League,2026-27,2026-09-10,Slavia Prague,Lens,2,3,A,,,,,90_minutes,布拉格斯拉维亚,朗斯
cpbao+reuters+guardian/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260910&playType=FSPF&t=1,2026-09-11T04:04:27Z,5,2026-09-11T04:04:27Z,UEFA Champions League,2026-27,2026-09-10,Manchester United,Sabah FK,4,0,H,,,,,90_minutes,曼联,萨巴赫
cpbao+fox/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260910&playType=FSPF&t=1,2026-09-11T04:04:27Z,6,2026-09-11T04:04:27Z,Primeira Liga,2026-27,2026-09-10,Estrela da Amadora,Braga,2,1,H,,,,,90_minutes,阿马多拉,布拉加
cpbao+uol+folha/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260910&playType=FSPF&t=1,2026-09-11T04:04:27Z,7,2026-09-11T04:04:27Z,Copa Libertadores,2026,2026-09-10,Independiente del Valle,Flamengo,0,2,A,,,,,90_minutes,山谷独立,弗拉门戈
