source,source_url,source_revision,source_row,observed_at,league,season,date,home_team,away_team,ft_home_goals,ft_away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,round,score_period,home_team_raw,away_team_raw
cpbao+jleague/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260911&playType=FSPF&t=1,2026-09-12T04:01:54Z,1,2026-09-12T04:01:54Z,J1 League,2026,2026-09-11,Kyoto Sanga,Kashiwa Reysol,2,3,A,,,,,90_minutes,京都不死鸟,柏太阳神
cpbao+espn+fox/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260911&playType=FSPF&t=1,2026-09-12T04:01:54Z,2,2026-09-12T04:01:54Z,Saudi Pro League,2026-27,2026-09-11,Al Faisaly,Al Ittihad,1,3,A,,,,,90_minutes,哈马费萨,吉达联合
cpbao+welt/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260911&playType=FSPF&t=1,2026-09-12T04:01:54Z,3,2026-09-12T04:01:54Z,2. Bundesliga,2026-27,2026-09-11,Nurnberg,Hannover 96,2,1,H,,,,,90_minutes,纽伦堡,汉诺威96
cpbao+footystats/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260911&playType=FSPF&t=1,2026-09-12T04:01:54Z,4,2026-09-12T04:01:54Z,Allsvenskan,2026,2026-09-11,Hacken,Mjallby,1,1,D,,,,,90_minutes,赫根,米亚尔比
cpbao+soccerway/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260911&playType=FSPF&t=1,2026-09-12T04:01:54Z,5,2026-09-12T04:01:54Z,Eredivisie,2026-27,2026-09-11,AZ Alkmaar,Willem II,1,1,D,,,,,90_minutes,阿尔克马尔,威廉二世
cpbao+espn/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260911&playType=FSPF&t=1,2026-09-12T04:01:54Z,6,2026-09-12T04:01:54Z,Eerste Divisie,2026-27,2026-09-11,MVV Maastricht,Almere City,0,4,A,,,,,90_minutes,马斯特里赫特,阿尔梅勒城
cpbao+espn/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260911&playType=FSPF&t=1,2026-09-12T04:01:54Z,7,2026-09-12T04:01:54Z,Bundesliga,2026-27,2026-09-11,Union Berlin,Schalke 04,1,3,A,,,,,90_minutes,柏林联合,沙尔克04
cpbao+violanation/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260911&playType=FSPF&t=1,2026-09-12T04:01:54Z,8,2026-09-12T04:01:54Z,Serie A,2026-27,2026-09-11,Venezia,Fiorentina,2,4,A,,,,,90_minutes,威尼斯,佛罗伦萨
cpbao+aiscore/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260911&playType=FSPF&t=1,2026-09-12T04:01:54Z,9,2026-09-12T04:01:54Z,Ligue 1,2026-27,2026-09-11,Rennes,Marseille,1,0,H,,,,,90_minutes,雷恩,马赛
cpbao+sky/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260911&playType=FSPF&t=1,2026-09-12T04:01:54Z,10,2026-09-12T04:01:54Z,Championship,2026-27,2026-09-11,West Ham United,Wrexham,6,0,H,,,,,90_minutes,西汉姆联,雷克瑟姆
cpbao+cadenaser/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260911&playType=FSPF&t=1,2026-09-12T04:01:54Z,11,2026-09-12T04:01:54Z,La Liga,2026-27,2026-09-11,Sevilla,Valencia,1,0,H,,,,,90_minutes,塞维利亚,巴伦西亚
cpbao+uol/result-crosscheck,https://www.cpbao.com/jc/jcResult!getJczcResultNew.action?matchDate=20260911&playType=FSPF&t=1,2026-09-12T04:01:54Z,12,2026-09-12T04:01:54Z,Serie A Brazil,2026,2026-09-11,Coritiba,Athletico Paranaense,3,3,D,,,,,90_minutes,科里蒂巴,巴拉纳竞技
